Q1,Q2,Q3,Q4,Q6,Q24
56,Man,Australia,Master’s degree,2,167940
35,Man,India,Doctoral degree,0.8806974990034221,1498
29,Man,Canada,Master’s degree,0.8214870666695047,75271
45,Man,Japan,No formal education past high school,20,220
68,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,21,67632
36,Man,India,Doctoral degree,3,16700
36,Man,Japan,Doctoral degree,26,768
39,Man,"Iran, Islamic Republic of...",Master’s degree,3,706
22,Man,India,Master’s degree,0.28291464320107684,4707
23,Man,Russia,Bachelor’s degree,3,483
48,Man,China,Master’s degree,4,13313
34,Man,Colombia,Professional degree,10,429
25,Man,United States of America,Master’s degree,4,18805
48,Man,Egypt,Bachelor’s degree,0.691010139451054,761
38,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,28,182
28,Man,France,Master’s degree,4,379
26,Man,India,Master’s degree,0.453778147888259,5517
37,Woman,Brazil,Bachelor’s degree,8,36912
28,Man,United States of America,Master’s degree,5,148985
37,Man,Germany,Doctoral degree,17,52763
78,Man,Poland,Doctoral degree,24,43820
19,Man,Malaysia,Bachelor’s degree,3,217
42,Woman,Italy,Doctoral degree,23,69166
22,Man,United States of America,Bachelor’s degree,9,35107
33,Man,Nigeria,Bachelor’s degree,4,905
42,Man,Spain,Master’s degree,1,107273
27,Man,India,Master’s degree,8,41843
32,Man,India,Master’s degree,20,66551
36,Man,Germany,Professional degree,6,24430
47,Man,Canada,Doctoral degree,0.723619930468542,50574
26,Woman,Nigeria,Master’s degree,1,2152
26,Man,Brazil,Master’s degree,9,42590
44,Man,Japan,Doctoral degree,14,86920
24,Woman,India,Master’s degree,2,1604
51,Man,Canada,Doctoral degree,3,52166
78,Man,Portugal,Doctoral degree,22,40003
37,Man,United States of America,Master’s degree,20,192
49,Woman,Sweden,Professional degree,4,68404
59,Man,India,Bachelor’s degree,28,4566
23,Man,India,Master’s degree,1,9193
32,Man,Sweden,Bachelor’s degree,15,71853
56,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,15,298
34,Man,Brazil,Bachelor’s degree,6,21809
19,Woman,Nigeria,Bachelor’s degree,1,3418
28,Man,India,Master’s degree,1,5668
44,Man,United States of America,Doctoral degree,8,55511
28,Woman,India,Bachelor’s degree,6,15288
41,Woman,India,Doctoral degree,0,1533
28,Man,"Iran, Islamic Republic of...",Master’s degree,4,259
44,Man,United States of America,Master’s degree,0.8158676786033363,855
32,Man,Japan,Master’s degree,0.5171045567326638,41398
38,Woman,Sweden,Doctoral degree,5,80953
29,Man,Egypt,Master’s degree,1,4626
33,Man,India,Bachelor’s degree,6,19538
45,Man,India,Master’s degree,26,24972
27,Man,India,Bachelor’s degree,5,7226
23,Man,Russia,No formal education past high school,0.7597782579020645,895
41,Woman,United States of America,Bachelor’s degree,1,65862
26,Woman,United States of America,Master’s degree,4,61625
25,Woman,Brazil,Master’s degree,6,28866
24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5,46010
59,Man,United States of America,Master’s degree,15,64746
52,Man,India,Master’s degree,17,13000
28,Man,Nigeria,Bachelor’s degree,1,1528
23,Woman,India,Master’s degree,4,18649
22,Man,Taiwan,Bachelor’s degree,2,1384
32,Man,India,Master’s degree,9,28520
37,Man,United States of America,Master’s degree,9,98914
22,Man,Kenya,Bachelor’s degree,1,974
38,Man,United Kingdom of Great Britain and Northern Ireland,Professional degree,0.6289002067724668,72388
44,Man,India,Bachelor’s degree,14,147423
38,Man,Singapore,Bachelor’s degree,18,95616
21,Man,Egypt,Bachelor’s degree,5,3
47,Man,Canada,Master’s degree,2,135660
24,Woman,Turkey,Master’s degree,1,162
30,Man,Israel,Master’s degree,18,108589
25,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.4843822397235543,46013
29,Man,India,Master’s degree,0,73
27,Woman,United States of America,Master’s degree,12,188385
28,Man,Chile,Master’s degree,8,16788
38,Man,Brazil,Doctoral degree,6,1595
29,Man,Mexico,Master’s degree,4,24437
41,Woman,Germany,Bachelor’s degree,1,79805
42,Man,Morocco,Master’s degree,5,3600
24,Woman,Indonesia,Bachelor’s degree,0.262954216766909,505
32,Woman,United States of America,Master’s degree,6,109303
45,Man,India,Master’s degree,0.03366457049656457,142289
35,Man,India,Doctoral degree,0,9087
31,Man,United States of America,Bachelor’s degree,3,90551
31,Man,Russia,Bachelor’s degree,0.5816842721257633,26766
48,Man,United Arab Emirates,Master’s degree,5,159132
49,Man,United States of America,Master’s degree,22,101891
38,Man,Kenya,Master’s degree,19,36121
28,Man,South Korea,Bachelor’s degree,1,39236
38,Man,India,Professional degree,2,462
21,Man,India,Bachelor’s degree,0,714
22,Man,United States of America,Bachelor’s degree,5,54271
29,Woman,Canada,Master’s degree,5,53542
34,Man,Russia,Bachelor’s degree,3,13198
34,Man,India,Master’s degree,0,59812
32,Man,Brazil,Master’s degree,0.18535283773635414,5188
45,Man,United States of America,Master’s degree,7,141475
44,Man,United States of America,Master’s degree,0.40497748003245937,109240
26,Woman,Egypt,Bachelor’s degree,0.7240120417750232,666
37,Man,Ukraine,Bachelor’s degree,5,1555
18,Woman,Thailand,Bachelor’s degree,4,2510
22,Man,India,Master’s degree,3,7974
23,Man,India,Master’s degree,3,2872
33,Woman,Germany,Master’s degree,5,472
25,Man,Germany,Master’s degree,2,67295
40,Man,Germany,Bachelor’s degree,10,5
30,Man,Israel,Master’s degree,3,97888
63,Man,Japan,Master’s degree,24,64124
43,Man,India,Master’s degree,1,56141
32,Man,South Africa,Some college/university study without earning a bachelor’s degree,0,39540
47,Woman,United States of America,Master’s degree,4,145825
55,Man,India,Doctoral degree,1,379
38,Man,United States of America,Doctoral degree,20,156476
29,Man,Republic of Korea,Master’s degree,1,52028
22,Man,Tunisia,Professional degree,3,340
46,Man,United States of America,Doctoral degree,28,187669
49,Woman,Ireland,Master’s degree,1,41947
26,Man,Morocco,Master’s degree,3,9590
31,Woman,United States of America,Some college/university study without earning a bachelor’s degree,1,26625
24,Woman,Ukraine,Master’s degree,0.7079786848422625,4322
32,Woman,United States of America,Doctoral degree,8,57523
43,Woman,France,Master’s degree,4,49233
19,Man,India,Bachelor’s degree,1,523
20,Man,India,Bachelor’s degree,2,143
32,Man,Belgium,Master’s degree,1,69865
40,Man,India,Master’s degree,13,46256
73,Man,United States of America,Doctoral degree,26,223652
32,Woman,India,Master’s degree,0.31506211588663957,1445
28,Woman,India,Master’s degree,0,6764
20,Man,Tunisia,Bachelor’s degree,2,768
25,Man,India,Master’s degree,2,6229
36,Man,Greece,Doctoral degree,18,39909
34,Man,India,Master’s degree,1,11756
31,Man,Russia,Professional degree,0.8047679935138763,119267
60,Man,Netherlands,Master’s degree,24,137024
34,Man,Germany,Doctoral degree,5,76873
34,Man,Switzerland,Doctoral degree,3,86919
53,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,1,145337
32,Man,United States of America,Master’s degree,5,77923
28,Man,India,Master’s degree,4,428
25,Woman,Turkey,Bachelor’s degree,5,18076
22,Man,Brazil,Bachelor’s degree,0.12216640384748012,1254
30,Man,Kenya,Master’s degree,3,14154
27,Woman,Peru,Master’s degree,1,31123
38,Man,India,Bachelor’s degree,18,58715
33,Man,Turkey,Doctoral degree,0.4529822981411631,1246
26,Man,Spain,Master’s degree,4,51106
35,Man,United States of America,Some college/university study without earning a bachelor’s degree,19,119757
62,Man,Japan,Bachelor’s degree,14,21523
31,Man,Poland,Master’s degree,5,35927
37,Man,United States of America,Bachelor’s degree,7,165028
26,Man,South Korea,Some college/university study without earning a bachelor’s degree,0.8392969059682436,3955
33,Man,Brazil,Master’s degree,7,100932
51,Man,Argentina,Master’s degree,19,23910
36,Man,France,Master’s degree,1,75912
26,Man,Peru,Master’s degree,0.9124990659079876,106
46,Woman,India,Doctoral degree,29,452
25,Woman,Italy,Master’s degree,0.5925612742870451,28717
25,Man,United States of America,Master’s degree,0.3790605804312449,121082
66,Man,United States of America,Some college/university study without earning a bachelor’s degree,23,188991
67,Man,Colombia,Some college/university study without earning a bachelor’s degree,26,379
50,Woman,Canada,Master’s degree,5,79607
26,Man,India,Bachelor’s degree,3,111250
35,Man,Poland,Master’s degree,4,43267
22,Man,India,Bachelor’s degree,3,519
30,Woman,Belarus,Master’s degree,4,4558
23,Man,Pakistan,Bachelor’s degree,0.30266522077707025,648
31,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,10,95819
36,Man,Ukraine,Master’s degree,7,7084
48,Man,South Korea,Doctoral degree,30,123159
23,Man,Mexico,Bachelor’s degree,2,47013
24,Man,India,Bachelor’s degree,5,958
45,Man,Nigeria,Master’s degree,15,62100
50,Man,United States of America,Professional degree,23,153681
25,Man,Germany,Bachelor’s degree,11,34046
36,Man,Thailand,Bachelor’s degree,16,79368
26,Man,Bangladesh,Doctoral degree,1,2128
44,Man,Ukraine,Master’s degree,4,27244
61,Man,United States of America,Doctoral degree,28,185199
41,Man,Kenya,Master’s degree,7,538
63,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,21,359
26,Man,Kenya,Bachelor’s degree,2,74
60,Man,Japan,Master’s degree,25,43205
34,Man,Taiwan,Master’s degree,7,66935
18,Man,India,Bachelor’s degree,0.2635776134785376,916
30,Man,Turkey,Bachelor’s degree,2,3235
30,Man,Turkey,Master’s degree,0.7660256505417669,534
22,Man,India,Bachelor’s degree,5,39635
59,Man,Brazil,Doctoral degree,28,23752
23,Man,Pakistan,Master’s degree,3,784
39,Man,United States of America,Master’s degree,5,132321
26,Man,Mexico,Master’s degree,5,41
25,Man,India,Master’s degree,0.18844653477965212,12910
69,Man,Netherlands,Doctoral degree,24,125778
65,Man,Brazil,Master’s degree,21,19697
34,Man,Canada,Master’s degree,1,57230
38,Man,Argentina,Master’s degree,16,11224
38,Man,India,Master’s degree,17,618
42,Man,India,Master’s degree,0,110964
32,Man,Sweden,Master’s degree,6,89227
23,Man,India,Bachelor’s degree,5,31550
35,Man,United States of America,Master’s degree,11,169675
35,Man,Germany,Doctoral degree,8,74501
45,Man,Japan,Bachelor’s degree,25,1547
39,Man,Japan,Master’s degree,7,13152
45,Man,India,Master’s degree,21,13338
38,Man,Indonesia,Master’s degree,2,585
46,Man,Spain,Master’s degree,26,2736
41,Man,Chile,Master’s degree,0.1330497430523354,28093
35,Man,Switzerland,Master’s degree,6,174787
22,Man,Indonesia,Master’s degree,5,1626
47,Man,United States of America,Doctoral degree,19,143855
34,Man,United States of America,Doctoral degree,10,80356
37,Man,Colombia,Master’s degree,5,2605
29,Man,India,Master’s degree,5,10451
28,Man,Greece,Bachelor’s degree,5,1714
35,Woman,Nigeria,Master’s degree,0,344
21,Man,India,Bachelor’s degree,1,74
32,Man,Japan,Bachelor’s degree,18,7447
43,Man,Belarus,Professional degree,27,40828
64,Man,Brazil,Master’s degree,27,38601
42,Man,United States of America,Master’s degree,20,109365
24,Man,"Iran, Islamic Republic of...",Master’s degree,7,3
43,Man,Brazil,Master’s degree,25,38669
22,Man,India,Master’s degree,2,4798
27,Man,India,Master’s degree,5,7212
48,Man,Israel,Bachelor’s degree,21,102301
23,Man,Greece,Master’s degree,5,164547
27,Man,Egypt,Bachelor’s degree,2,813
25,Woman,United States of America,Master’s degree,1,119940
61,Man,United States of America,Some college/university study without earning a bachelor’s degree,13,115470
53,Man,Singapore,Some college/university study without earning a bachelor’s degree,0.3151890978912094,1729
30,Man,United States of America,Bachelor’s degree,4,73169
34,Man,Japan,Bachelor’s degree,0.8395817164465715,813
43,Man,United States of America,Master’s degree,5,113376
46,Man,Belgium,Master’s degree,4,112281
38,Man,United States of America,Master’s degree,9,91324
41,Man,Japan,Bachelor’s degree,0.040996726080866575,130564
28,Woman,United States of America,Master’s degree,10,161884
31,Man,India,Master’s degree,0.3401839766060485,40871
29,Man,Nigeria,Bachelor’s degree,1,6138
39,Man,United States of America,Bachelor’s degree,9,81171
27,Man,Pakistan,Bachelor’s degree,8,35304
42,Man,Mexico,Master’s degree,16,91568
38,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,12,190374
24,Woman,India,Bachelor’s degree,0,97
47,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.8178577780542357,25517
32,Man,Turkey,Doctoral degree,4,173
23,Woman,India,Bachelor’s degree,5,5751
33,Man,United States of America,Master’s degree,7,160953
28,Woman,United States of America,Master’s degree,6,123652
24,Woman,India,Master’s degree,3,425
24,Man,Mexico,Bachelor’s degree,0.8953046548144024,14728
24,Man,United States of America,Master’s degree,5,50468
31,Man,India,Master’s degree,0,15099
26,Man,Peru,Bachelor’s degree,4,2582
32,Man,Australia,Master’s degree,10,125221
64,Man,India,Master’s degree,30,102866
41,Man,Argentina,Master’s degree,25,54729
22,Man,India,Bachelor’s degree,2,3292
50,Man,United States of America,Bachelor’s degree,21,131286
33,Man,India,Master’s degree,10,2377
66,Man,United States of America,Master’s degree,1,77828
26,Man,Canada,Master’s degree,8,54619
38,Man,United States of America,Master’s degree,0.6875446038620964,92447
23,Man,Pakistan,Bachelor’s degree,4,2168
32,Man,United States of America,Master’s degree,0.19357154547380917,66934
50,Man,South Korea,Doctoral degree,1,84876
26,Man,India,Master’s degree,0.5811648672084467,1301
34,Man,Japan,Master’s degree,0.8370912684047721,63847
41,Man,Sweden,Some college/university study without earning a bachelor’s degree,1,11682
47,Woman,India,Master’s degree,26,1162
23,Man,Romania,Master’s degree,4,41361
26,Man,India,Bachelor’s degree,3,18711
40,Man,Japan,Master’s degree,27,76655
23,Man,India,Master’s degree,0.43265324019600493,6737
19,Man,Egypt,Some college/university study without earning a bachelor’s degree,0.5270870785625885,906
27,Man,India,Bachelor’s degree,3,15101
53,Man,Russia,Doctoral degree,0.2615522333377267,1987
22,Woman,India,Master’s degree,4,9115
42,Woman,United States of America,Doctoral degree,9,48323
20,Man,India,Master’s degree,4,557
30,Man,India,Master’s degree,3,108555
38,Man,South Africa,Some college/university study without earning a bachelor’s degree,0.5782045124161145,760
25,Man,United States of America,Master’s degree,1,49423
22,Man,Canada,Bachelor’s degree,4,45425
31,Man,Colombia,Master’s degree,0.931249579190516,6053
30,Man,Mexico,Master’s degree,5,18257
25,Man,India,Bachelor’s degree,3,111
37,Woman,Tunisia,Professional degree,15,7154
56,Man,Spain,Bachelor’s degree,23,43896
37,Man,Brazil,Master’s degree,5,2029
25,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5,63416
24,Man,Japan,Bachelor’s degree,8,3195
23,Woman,Russia,Bachelor’s degree,2,9426
30,Man,United States of America,Doctoral degree,17,233112
39,Man,Japan,Bachelor’s degree,0.2274633700748736,173
20,Man,Pakistan,Some college/university study without earning a bachelor’s degree,0,504
18,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,1,2432
32,Man,China,Master’s degree,2,149
38,Man,Turkey,Doctoral degree,5,46528
71,Man,United States of America,Doctoral degree,20,201910
35,Man,Romania,Bachelor’s degree,4,17933
22,Woman,India,Bachelor’s degree,2,401
49,Man,Greece,Master’s degree,30,79595
23,Man,India,Bachelor’s degree,1,26577
33,Man,Viet Nam,Bachelor’s degree,15,34976
37,Woman,Chile,Master’s degree,7,2913
45,Man,United States of America,Master’s degree,27,248842
43,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1,55408
22,Man,India,Bachelor’s degree,5,3985
46,Man,Italy,Master’s degree,9,41924
40,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,0,102611
31,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6,30664
33,Man,Canada,Master’s degree,7,130376
27,Woman,Pakistan,Master’s degree,0,482
30,Man,United States of America,Master’s degree,11,115326
23,Man,United States of America,Master’s degree,3,42590
31,Man,United States of America,Master’s degree,7,195773
29,Man,Canada,Bachelor’s degree,7,34506
69,Man,Japan,Bachelor’s degree,4,114491
25,Woman,India,Master’s degree,0,1736
37,Man,United States of America,Doctoral degree,17,142164
31,Man,India,Bachelor’s degree,17,45275
40,Man,Canada,Doctoral degree,16,53219
35,Man,United States of America,Master’s degree,5,143193
25,Woman,Japan,Master’s degree,2,35867
46,Man,Poland,Professional degree,11,32474
33,Man,India,Master’s degree,2,48205
36,Man,Singapore,Bachelor’s degree,14,79929
27,Man,United States of America,Master’s degree,4,71114
23,Man,India,Bachelor’s degree,2,6628
24,Man,India,Bachelor’s degree,5,14739
32,Man,Belgium,Master’s degree,1,3749
53,Man,United States of America,Master’s degree,16,122869
50,Man,Australia,Bachelor’s degree,24,90274
27,Man,China,Some college/university study without earning a bachelor’s degree,2,90
30,Man,Russia,Doctoral degree,5,29258
31,Man,Ukraine,Bachelor’s degree,0.5100655037457512,2151
37,Man,United Arab Emirates,Master’s degree,5,105809
26,Man,India,Master’s degree,2,864
18,Man,India,Master’s degree,4,1690
43,Man,United States of America,Doctoral degree,26,207911
24,Man,Portugal,Master’s degree,0.5379013944824785,13845
28,Man,India,Bachelor’s degree,20,13418
66,Man,Germany,Professional degree,24,14540
19,Man,Peru,Bachelor’s degree,4,514
23,Man,Tunisia,Master’s degree,5,557
27,Man,Ukraine,Bachelor’s degree,0,12613
35,Man,India,Doctoral degree,2,4896
56,Man,United States of America,Master’s degree,27,180629
30,Man,Spain,Doctoral degree,7,129591
38,Man,United States of America,Master’s degree,8,121331
50,Man,India,Bachelor’s degree,18,28560
28,Man,United States of America,Master’s degree,1,122596
48,Man,Australia,Master’s degree,10,51605
25,Man,United States of America,Master’s degree,5,106307
44,Man,Egypt,Master’s degree,3,17746
24,Man,Colombia,Master’s degree,1,8780
29,Man,Brazil,Professional degree,4,10213
59,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,23,39296
58,Man,Japan,Master’s degree,1,107464
43,Man,Japan,Doctoral degree,16,85003
39,Man,United Arab Emirates,Master’s degree,20,54090
26,Woman,United States of America,Master’s degree,6,222687
40,Man,United States of America,Some college/university study without earning a bachelor’s degree,0,27380
27,Woman,United States of America,Bachelor’s degree,0,46115
29,Man,Japan,Bachelor’s degree,4,83021
32,Man,France,Master’s degree,3,2532
35,Man,Spain,Doctoral degree,8,82894
22,Man,India,Bachelor’s degree,3,5567
34,Woman,Netherlands,Doctoral degree,8,43899
29,Man,Japan,Master’s degree,3,42879
43,Man,Indonesia,Master’s degree,5,30323
40,Man,Japan,Doctoral degree,22,94279
26,Man,India,Bachelor’s degree,0.4590732596607692,902
37,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10,67652
27,Man,France,Doctoral degree,0.33104103758649295,16108
29,Man,Chile,Doctoral degree,5,36215
49,Man,Republic of Korea,Master’s degree,0.3029806668625863,79529
24,Man,Mexico,Master’s degree,0.35686017987815366,17760
33,Woman,Nigeria,Master’s degree,0.2013011371539143,527
48,Man,France,Doctoral degree,0,3376
69,Man,Portugal,Doctoral degree,29,6273
26,Woman,Brazil,Professional degree,0.16783112708402825,157
51,Man,United States of America,Bachelor’s degree,0.042736217539912524,140837
41,Man,India,Master’s degree,8,25230
22,Man,Russia,Master’s degree,3,26586
30,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3,7406
29,Man,Netherlands,Master’s degree,5,71322
35,Woman,India,Master’s degree,2,122051
31,Man,United States of America,Master’s degree,12,185229
35,Man,India,Professional degree,15,82358
36,Man,United States of America,Master’s degree,10,295115
22,Woman,United States of America,Bachelor’s degree,4,56137
26,Man,Italy,Master’s degree,2,46803
26,Man,Ukraine,Master’s degree,0.8227553504153837,5750
37,Man,India,Master’s degree,2,3721
46,Man,Japan,Doctoral degree,2,7931
22,Man,France,Master’s degree,4,43873
25,Woman,India,Bachelor’s degree,10,14284
40,Woman,Nigeria,Master’s degree,8,2042
33,Man,United States of America,Master’s degree,5,291077
52,Man,United States of America,Doctoral degree,2,627
38,Man,Romania,Master’s degree,14,43786
45,Man,Spain,Doctoral degree,23,999
67,Man,Israel,Doctoral degree,25,11667
30,Man,Japan,Bachelor’s degree,10,186777
29,Man,India,Master’s degree,1,20285
46,Man,Argentina,Master’s degree,0.1225559100293051,10736
30,Man,China,Master’s degree,9,73041
29,Man,Kenya,Bachelor’s degree,1,738
28,Man,Turkey,Bachelor’s degree,2,11153
38,Man,South Africa,Master’s degree,10,68771
46,Man,United States of America,Master’s degree,28,110041
22,Man,Taiwan,Master’s degree,3,321
41,Man,Bangladesh,Doctoral degree,0.7908116145284871,1413
31,Man,South Korea,Doctoral degree,0.5216780929677676,3744
24,Man,India,Master’s degree,5,2643
29,Man,India,Bachelor’s degree,0.041861983271715086,896
18,Woman,India,Bachelor’s degree,2,61
31,Man,Russia,Bachelor’s degree,4,41689
35,Man,Turkey,Doctoral degree,11,2827
30,Man,United States of America,Master’s degree,5,12405
39,Man,Brazil,Doctoral degree,14,54760
29,Man,Japan,Master’s degree,3,635
24,Man,India,Bachelor’s degree,0.7705630968383046,943
19,Man,India,Bachelor’s degree,1,492
36,Woman,China,Master’s degree,7,60048
27,Woman,Russia,Master’s degree,1,985
61,Man,Singapore,Bachelor’s degree,20,28633
47,Man,Sweden,Doctoral degree,21,73122
22,Woman,Singapore,Bachelor’s degree,3,30573
27,Man,Taiwan,Master’s degree,8,32341
36,Man,Netherlands,Master’s degree,20,65625
26,Man,India,Master’s degree,3,7009
20,Man,Brazil,Bachelor’s degree,4,3185
63,Man,United States of America,Master’s degree,23,121099
23,Woman,Taiwan,Master’s degree,1,78
28,Woman,India,Professional degree,0.3588307204543508,667
27,Man,Brazil,Bachelor’s degree,7,10343
34,Woman,Russia,Professional degree,5,11672
51,Man,Brazil,Bachelor’s degree,24,53524
24,Man,India,Bachelor’s degree,3,343
57,Man,Peru,Master’s degree,29,2747
27,Man,Indonesia,Bachelor’s degree,2,5872
27,Man,Brazil,Bachelor’s degree,0.03621741361319486,1806
25,Man,Greece,Master’s degree,4,2513
32,Woman,Brazil,Master’s degree,10,18849
30,Man,Canada,Master’s degree,14,163537
54,Man,United States of America,Master’s degree,14,91054
33,Man,Germany,Master’s degree,5,2292
35,Man,India,Master’s degree,0.8658541406383182,64860
25,Man,India,Master’s degree,4,6938
38,Man,India,Master’s degree,12,52001
25,Man,Chile,Master’s degree,6,21771
22,Woman,India,Master’s degree,5,21
22,Man,India,Bachelor’s degree,3,19868
35,Man,France,Master’s degree,14,108040
25,Woman,Turkey,Doctoral degree,3,4198
47,Man,Brazil,Doctoral degree,12,15850
40,Man,Portugal,Doctoral degree,0,26901
23,Woman,United States of America,Bachelor’s degree,3,14285
22,Man,Thailand,Bachelor’s degree,0,1305
51,Man,Japan,Doctoral degree,23,102111
46,Man,United States of America,Master’s degree,15,736
27,Man,India,Master’s degree,1,8211
31,Woman,Singapore,Bachelor’s degree,14,4482
23,Woman,Russia,Master’s degree,3,25284
40,Man,Brazil,Master’s degree,3,2432
48,Man,South Korea,Bachelor’s degree,29,55774
44,Man,Argentina,Master’s degree,0.5599688098992089,296
48,Man,Spain,No formal education past high school,5,56321
37,Man,Canada,Doctoral degree,13,87284
35,Man,Japan,Bachelor’s degree,9,9695
31,Man,United States of America,Master’s degree,2,1555
36,Man,Germany,Doctoral degree,10,78324
29,Man,India,Professional degree,5,16709
26,Man,Japan,Bachelor’s degree,5,69164
29,Man,Colombia,Master’s degree,0,1233
66,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,28,171685
19,Man,India,Bachelor’s degree,1,117
43,Man,Portugal,Master’s degree,21,25511
33,Man,Mexico,Doctoral degree,4,21770
38,Man,Japan,Master’s degree,1,531
41,Man,India,Master’s degree,2,29079
44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,19,132784
24,Woman,India,Master’s degree,0.392391745320238,10657
34,Man,United Arab Emirates,Master’s degree,9,79062
53,Man,Brazil,Master’s degree,30,14134
22,Man,India,Bachelor’s degree,2,4403
37,Man,Germany,Master’s degree,10,94474
28,Man,Sri Lanka,No formal education past high school,4,512
26,Man,Spain,Master’s degree,20,24629
23,Man,India,Master’s degree,2,228
53,Man,Brazil,Doctoral degree,22,304
25,Man,Turkey,Master’s degree,4,6753
27,Man,India,Doctoral degree,0.346975986556079,1917
25,Woman,Spain,Doctoral degree,5,19685
37,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5,47868
18,Woman,India,Bachelor’s degree,6,1182
42,Man,United States of America,Master’s degree,20,156301
29,Man,Singapore,Bachelor’s degree,3,47251
39,Man,India,Master’s degree,0,16601
33,Man,China,Doctoral degree,10,7334
54,Man,Japan,Bachelor’s degree,23,107802
35,Woman,Russia,Doctoral degree,3,1684
34,Woman,Sweden,Master’s degree,9,87786
22,Man,Poland,Some college/university study without earning a bachelor’s degree,3,35248
57,Man,United States of America,Master’s degree,6,267077
41,Man,United States of America,Doctoral degree,20,233090
59,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,23,163835
31,Man,India,Master’s degree,18,686
34,Man,India,Bachelor’s degree,8,27666
21,Woman,Canada,Bachelor’s degree,4,53941
25,Man,India,Bachelor’s degree,3,4325
30,Man,Italy,Doctoral degree,2,44337
28,Man,United States of America,Bachelor’s degree,2,52405
42,Man,United States of America,Some college/university study without earning a bachelor’s degree,10,367195
36,Man,United States of America,Doctoral degree,8,103785
42,Woman,Japan,Bachelor’s degree,4,51241
27,Woman,India,Master’s degree,4,14346
37,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1,40042
54,Man,Colombia,Master’s degree,7,17452
35,Man,Saudi Arabia,Professional degree,0.8090559662076058,5738
52,Man,Turkey,Professional degree,7,8818
48,Man,Italy,Master’s degree,8,76035
24,Man,Israel,Master’s degree,2,198
45,Man,India,Master’s degree,5,121268
21,Man,Germany,Bachelor’s degree,1,2869
28,Man,India,Master’s degree,1,898
32,Man,India,Doctoral degree,18,23592
27,Man,South Africa,Bachelor’s degree,4,1435
43,Man,Belgium,Bachelor’s degree,20,97045
22,Man,Bangladesh,Doctoral degree,1,42
30,Man,Viet Nam,Master’s degree,1,605
25,Man,India,Master’s degree,0,8627
42,Man,Sweden,Master’s degree,18,39862
32,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.411615148628829,35374
36,Woman,United States of America,Doctoral degree,6,195260
28,Man,Japan,Master’s degree,3,48313
37,Man,India,Professional degree,5,762
46,Man,Italy,No formal education past high school,26,63770
36,Woman,South Korea,Master’s degree,15,1586
42,Man,Belgium,Master’s degree,5,84923
29,Man,Argentina,Bachelor’s degree,3,7619
34,Man,Brazil,Professional degree,11,112395
28,Man,China,Master’s degree,3,28134
50,Man,Canada,Master’s degree,6,80756
28,Woman,India,Master’s degree,10,45
22,Man,Malaysia,Master’s degree,2,165
26,Man,India,Bachelor’s degree,0,13509
28,Man,India,Master’s degree,0.22557879441747353,4741
40,Woman,United States of America,Professional degree,11,196702
32,Man,Germany,Master’s degree,4,44093
24,Man,Colombia,Master’s degree,0.5082612436463548,12099
40,Woman,Saudi Arabia,Master’s degree,17,36696
28,Man,Italy,Master’s degree,5,599
27,Woman,United States of America,Bachelor’s degree,7,80401
31,Woman,United States of America,Master’s degree,1,84082
47,Man,Spain,Master’s degree,20,152602
23,Man,Egypt,Bachelor’s degree,3,7702
58,Man,United States of America,Bachelor’s degree,23,862
36,Man,Spain,Some college/university study without earning a bachelor’s degree,5,42890
52,Man,United States of America,Bachelor’s degree,1,156845
19,Woman,Romania,No formal education past high school,2,295
19,Man,India,Bachelor’s degree,1,415
43,Man,Switzerland,Master’s degree,2,58119
52,Man,Japan,Some college/university study without earning a bachelor’s degree,30,73054
51,Man,United States of America,Some college/university study without earning a bachelor’s degree,5,53776
24,Man,India,Master’s degree,2,6045
29,Man,South Korea,Master’s degree,2,804
30,Man,Canada,Bachelor’s degree,3,46300
31,Man,Colombia,Master’s degree,18,383
24,Man,India,Bachelor’s degree,2,7192
